# bright_soliton_newton_state_v1
# A,1.00000000000000000e+00
# b,7.50000000000000000e-01
# Omega,1.79999999999999993e-01
# A_sol,7.50000000000000000e-01
# w_sol,5.00000000000000000e-01
# x_start,2.76149999999999984e+00
# v_start,0.00000000000000000e+00
# L,-1.00000000000000000e+01
# R_excluded,9.95000000000000284e+00
# N,400
# dx,5.00000000000007105e-02
# g,-1.00000000000000000e+00
# point_5_over_dx_squared,1.99999999999994316e+02
# interpolate,False
# exported_mass,2.30752941782598864e+00
# exported_x_cm,2.96712377001946592e+00
# exported_width,6.78845247267727103e-01
x,u_real,u_imag
6.60000000000000142e+00,1.53652409948455866e-02,9.69166883587680921e-16
6.65000000000000213e+00,1.41844050570281086e-02,8.94685325758409497e-16
6.69999999999999929e+00,1.30898379248278809e-02,8.25645197049265875e-16
6.75000000000000000e+00,1.20755913068159026e-02,7.61671307310513215e-16
6.80000000000000071e+00,1.11361002626731362e-02,7.02412646371388660e-16
6.85000000000000142e+00,1.02661604374964660e-02,6.47540948066544217e-16
6.90000000000000213e+00,9.46090651040000681e-03,5.96749330905122245e-16
6.94999999999999929e+00,8.71579180311418504e-03,5.49751011868452873e-16
7.00000000000000000e+00,8.02656899565757156e-03,5.06278090076909366e-16
7.05000000000000071e+00,7.38927189766360598e-03,4.66080396970611224e-16
7.10000000000000142e+00,6.80019822554552358e-03,4.28924409983829802e-16
7.15000000000000213e+00,6.25589333734597342e-03,3.94592226599615868e-16
7.19999999999999929e+00,5.75313487881687954e-03,3.62880595907019187e-16
7.25000000000000000e+00,5.28891829599007976e-03,3.33600004808688497e-16
7.30000000000000071e+00,4.86044317121371930e-03,3.06573816191822616e-16
7.35000000000000142e+00,4.46510034133097613e-03,2.81637456359700961e-16
7.40000000000000213e+00,4.10045975835654063e-03,2.58637649355176988e-16
7.44999999999999929e+00,3.76425905465488896e-03,2.37431695715564668e-16
7.50000000000000000e+00,3.45439277623718188e-03,2.17886793334337960e-16
7.55000000000000071e+00,3.16890224936632395e-03,1.99879398310483524e-16
7.60000000000000142e+00,2.90596604718928141e-03,1.83294623613600154e-16
7.65000000000000213e+00,2.66389102460019107e-03,1.68025673667652665e-16
7.69999999999999929e+00,2.44110389097562620e-03,1.53973312751657338e-16
7.75000000000000000e+00,2.23614329181390670e-03,1.41045365521610007e-16
7.80000000000000071e+00,2.04765237165326856e-03,1.29156247933060624e-16
7.85000000000000142e+00,1.87437179193909514e-03,1.18226526848107075e-16
7.90000000000000213e+00,1.71513317875856522e-03,1.08182506832693853e-16
7.94999999999999929e+00,1.56885297656264252e-03,9.89558422607692469e-17
8.00000000000000000e+00,1.43452668515102856e-03,9.04831739451164506e-17
8.05000000000000071e+00,1.31122345830635687e-03,8.27057885103141156e-17
8.10000000000000142e+00,1.19808104353058618e-03,7.55692991490106444e-17
8.15000000000000213e+00,1.09430104336021320e-03,6.90233467280622311e-17
8.19999999999999929e+00,9.99144479718709188e-04,6.30213199927053001e-17
8.25000000000000000e+00,9.11927643705621885e-04,5.75200938133753385e-17
8.30000000000000071e+00,8.32018214123221556e-04,5.24797843543337178e-17
8.35000000000000142e+00,7.58831628904558489e-04,4.78635201944832013e-17
8.40000000000000213e+00,6.91827694432556165e-04,4.36372284651937743e-17
8.44999999999999929e+00,6.30507418529411418e-04,3.97694350900587956e-17
8.50000000000000000e+00,5.74410053650309263e-04,3.62310782226919327e-17
8.55000000000000071e+00,5.23110337536430796e-04,3.29953343532130072e-17
8.60000000000000142e+00,4.76215919270571496e-04,3.00374558629283986e-17
8.65000000000000213e+00,4.33364959335540796e-04,2.73346196408958161e-17
8.69999999999999929e+00,3.94223892901974116e-04,2.48657860072437458e-17
8.75000000000000000e+00,3.58485346169358174e-04,2.26115672886274634e-17
8.80000000000000071e+00,3.25866196153020164e-04,2.05541053945588333e-17
8.85000000000000142e+00,2.96105764851608113e-04,1.86769579482784385e-17
8.90000000000000213e+00,2.68964139245234655e-04,1.69649923291447057e-17
8.94999999999999929e+00,2.44220609064967206e-04,1.54042871790512686e-17
9.00000000000000000e+00,2.21672214740724756e-04,1.39820407685889801e-17
9.05000000000000071e+00,2.01132398377838826e-04,1.26864859070500943e-17
9.10000000000000142e+00,1.82429751033509998e-04,1.15068109130806726e-17
9.15000000000000213e+00,1.65406849964053318e-04,1.04330864042471990e-17
9.20000000000000284e+00,1.49919179893084030e-04,9.45619714025465000e-18
9.25000000000000000e+00,1.35834132710524496e-04,8.56777875135517439e-18
9.30000000000000071e+00,1.23030080353370706e-04,7.76015943807540218e-18
9.35000000000000142e+00,1.11395515942380982e-04,7.02630579658024505e-18
9.40000000000000213e+00,1.00828258555054351e-04,6.35977288490635944e-18
9.45000000000000284e+00,9.12347173052479286e-05,5.75465744861822117e-18
9.50000000000000000e+00,8.25292106743162444e-05,5.20555511972446805e-18
9.55000000000000071e+00,7.46333372985008044e-05,4.70752069390153268e-18
9.60000000000000142e+00,6.74753946631917895e-05,4.25603150387671397e-18
9.65000000000000213e+00,6.09898423873515261e-05,3.84695356142561118e-18
9.70000000000000284e+00,5.51168070015352706e-05,3.47651030834321958e-18
9.75000000000000000e+00,4.98016253312640378e-05,3.14125385765725775e-18
9.80000000000000071e+00,4.49944237946746901e-05,2.83803842754339579e-18
9.85000000000000142e+00,4.06497311100631524e-05,2.56399583549031437e-18
9.90000000000000213e+00,3.67261220858062408e-05,2.31651321498156775e-18
9.95000000000000284e+00,3.31858903328470002e-05,2.09321226378420451e-18
