2.434087,1.0,1.0,1.0,0.2,0.0139452945441007,7.73773774
2.453586,1.0,0.9895833333333334,1.0,0.1991666666666667,0.0139977792277932,7.26726727
2.473403,1.0,0.9791666666666666,1.0,0.1983333333333333,0.0138337174430489,7.45745746
2.493545,1.0,0.96875,1.0,0.1975,0.0139988884329795,7.51751752
2.514022,1.0,0.9583333333333334,1.0,0.1966666666666666,0.013998775742948,7.51751752
2.53484,1.0,0.9479166666666666,1.0,0.1958333333333333,0.0141592435538768,7.51751752
2.556009,1.0,0.9375,1.0,0.195,0.0149312801659107,7.51751752
2.577538,1.0,0.9270833333333334,1.0,0.1941666666666666,0.0168512966483831,7.50750751
2.599435,1.0,0.9166666666666666,1.0,0.1933333333333333,0.0191420689225196,7.50750751
2.621709,1.0,0.90625,1.0,0.1925,0.0235418230295181,7.50750751
2.644371,1.0,0.8958333333333334,1.0,0.1916666666666666,0.0317141860723495,7.50750751
2.667431,1.0,0.8854166666666666,1.0,0.1908333333333333,0.0169059112668037,7.827827829999999
2.690898,1.0,0.875,1.0,0.19,0.0162439048290252,8.20820821
2.714784,1.0,0.8645833333333334,1.0,0.1891666666666666,0.02137016877532,8.04804805
2.739098,1.0,0.8541666666666667,1.0,0.1883333333333333,0.0224975310266017,8.03803804
2.763853,1.0,0.84375,1.0,0.1875,0.0241118595004081,8.078078080000001
2.789061,1.0,0.8333333333333334,1.0,0.1866666666666666,0.0216834135353565,8.26826827
2.814732,1.0,0.822917,1.0,0.185833,0.017458133,8.87887888
2.84088,1.0,0.8125,1.0,0.185,0.018770631,9.17917918
2.867517,1.0,0.802083,1.0,0.184167,0.019720614,8.618618620000001
2.894657,1.0,0.791667,1.0,0.183333,0.09813108,9.22922923
2.922313,1.0,0.78125,1.0,0.1825,0.08400399,2.38238239
2.950499,1.0,0.770833,1.0,0.181667,0.02487627,8.778778780000001
2.979229,1.0,0.7604166666666667,1.0,0.18083333333333332,0.1189040020108223,9.76976977
3.008519,1.0,0.75,1.0,0.18,0.020111017,9.06906907
